miRNA_ID	Target_ID	Score	Total_Mispair	Seed_Mispair	Pred_Cleav
ath-miR400	AT1G63330.1	3	3	0	Yes
ath-miR400	AT1G63130.1	3	2	1	Yes
ath-miR400	AT1G62930.1	3	2	1	Yes
ath-miR400	AT5G16640.1	4	4	0	No
ath-miR400	AT1G62720.1	1	1	0	Yes
ath-miR172b-5p	AT2G35140.3	5	5	1	Yes
ath-miR172e-5p	AT2G35140.3	5	5	1	Yes
ath-miR172e-5p	AT2G35140.1	5	5	1	Yes
ath-miR172b-5p	AT2G35140.1	5	5	1	Yes
ath-miR172c	AT3G54990.1	2.5	3	1	Yes
ath-miR172d-3p	AT2G39250.1	3	4	1	Yes
ath-miR172b-3p	AT3G54990.1	3	3	1	Yes
ath-miR172e-3p	AT3G54990.1	2	2	1	Yes
ath-miR172b-3p	AT2G39250.1	3.5	4	1	Yes
ath-miR172a	AT2G39250.1	3.5	4	1	Yes
ath-miR172e-3p	AT2G39250.1	2.5	3	1	Yes
ath-miR172c	AT2G39250.1	3	4	1	Yes
ath-miR172d-3p	AT3G54990.1	2.5	3	1	Yes
ath-miR172a	AT3G54990.1	3	3	1	Yes
ath-miR847	AT2G15130.2	4	3	0	No
ath-miR847	AT2G15130.1	4	3	0	No
ath-miR859	AT3G49510.1	1	2	0	Yes
ath-miR842	AT4G38660.2	5	6	1	No
ath-miR842	AT4G38660.1	5	6	1	No
ath-miR4245	AT5G61460.1	4.5	5	0	Yes
ath-miR162b-3p	AT3G57700.1	5	4	2	Yes
ath-miR162a-3p	AT3G57700.1	5	4	2	Yes
ath-miR396b-5p	AT4G12240.1	4	5	1	Yes
ath-miR472-3p	AT1G34550.1	5	5	0	No
ath-miR862-3p	AT3G58490.2	4.5	5	1	Yes
ath-miR862-3p	AT3G58490.1	4.5	5	1	Yes
ath-miR399e	AT2G33770.1	3	4	0	Yes
ath-miR399b	AT2G33770.1	2.5	3	0	Yes
ath-miR399d	AT2G33770.1	1.5	2	0	Yes
ath-miR399f	AT2G33770.1	2.5	3	0	Yes
ath-miR399d	AT2G33770.1	2.5	3	0	Yes
ath-miR399c-3p	AT2G33770.1	2.5	3	0	Yes
ath-miR399a	AT2G33770.1	1.5	2	0	Yes
ath-miR399a	AT2G33770.1	1.5	2	0	No
ath-miR399f	AT2G33770.1	2.5	3	0	No
ath-miR399e	AT2G33770.1	3	4	0	Yes
ath-miR399f	AT2G33770.1	1.5	2	0	Yes
ath-miR399c-3p	AT2G33770.1	3.5	4	0	Yes
ath-miR399b	AT2G33770.1	2.5	3	0	Yes
ath-miR399a	AT2G33770.1	1.5	2	0	Yes
ath-miR399e	AT2G33770.1	3	4	0	Yes
ath-miR399b	AT2G33770.1	3.5	4	0	Yes
ath-miR399d	AT2G33770.1	2.5	3	0	No
ath-miR399c-3p	AT2G33770.1	2.5	3	0	Yes
ath-miR399d	AT2G33770.1	2.5	3	0	Yes
ath-miR399f	AT2G33770.1	1	2	0	Yes
ath-miR399c-3p	AT2G33770.1	2.5	3	0	No
ath-miR399b	AT2G33770.1	2.5	3	0	Yes
ath-miR399c-3p	AT2G33770.1	2.5	3	0	Yes
ath-miR399d	AT2G33770.1	2.5	3	0	Yes
ath-miR399f	AT2G33770.1	2.5	3	0	Yes
ath-miR399e	AT2G33770.1	2	3	0	Yes
ath-miR399b	AT2G33770.1	2.5	3	0	No
ath-miR399a	AT2G33770.1	1.5	2	0	Yes
ath-miR399e	AT2G33770.1	3	4	0	No
ath-miR399a	AT2G33770.1	2.5	3	0	Yes
ath-miR858b	AT4G34990.1	4.5	5	1	Yes
ath-miR858a	AT4G12350.1	3	3	0	Yes
ath-miR858a	AT4G09460.1	4	4	0	Yes
ath-miR858a	AT4G26930.1	5	5	1	Yes
ath-miR858b	AT3G02940.1	5	5	1	No
ath-miR858b	AT5G23000.1	3.5	4	0	Yes
ath-miR858b	AT3G27810.1	4.5	5	0	No
ath-miR858b	AT3G46130.4	5	6	1	No
ath-miR858a	AT1G71030.1	4.5	4	0	No
ath-miR858b	AT4G37780.1	4.5	5	0	Yes
ath-miR858b	AT5G35550.1	4	3	1	Yes
ath-miR858b	AT5G49330.1	3	3	0	Yes
ath-miR858b	AT5G10280.1	4.5	5	1	Yes
ath-miR858b	AT1G09540.1	5	5	0	No
ath-miR858a	AT3G62610.1	3.5	4	0	Yes
ath-miR858a	AT2G26950.1	4	4	1	Yes
ath-miR858b	AT3G61250.1	3.5	4	0	Yes
ath-miR858a	AT4G22680.1	5	5	0	Yes
ath-miR858b	AT5G62320.1	4	4	0	Yes
ath-miR858a	AT4G05100.1	5	5	1	Yes
ath-miR858b	AT1G79180.1	3.5	4	1	Yes
ath-miR858b	AT3G46130.1	5	6	1	No
ath-miR858a	AT1G25340.2	5	4	1	Yes
ath-miR858a	AT3G24310.1	3.5	4	0	Yes
ath-miR858a	AT1G66230.1	3	3	0	Yes
ath-miR858a	AT1G79180.1	4	4	1	Yes
ath-miR858b	AT5G56110.1	3.5	4	0	Yes
ath-miR858a	AT2G47460.1	3	3	0	Yes
ath-miR858a	AT4G34990.1	5	5	1	Yes
ath-miR858b	AT4G09460.1	4	4	1	Yes
ath-miR858a	AT1G22640.1	5	5	1	Yes
ath-miR858b	AT1G63910.1	5	6	1	Yes
ath-miR858b	AT2G26950.1	3.5	4	1	Yes
ath-miR858b	AT1G66230.1	3	3	0	Yes
ath-miR858a	AT1G25340.1	5	4	1	Yes
ath-miR858a	AT5G56110.1	5	5	1	Yes
ath-miR858a	AT1G06180.1	3	3	0	Yes
ath-miR858b	AT3G01530.1	5	6	0	No
ath-miR858a	AT5G26660.1	4.5	5	1	Yes
ath-miR858b	AT1G06180.1	3	3	0	Yes
ath-miR858b	AT1G22640.1	4.5	5	1	Yes
ath-miR858a	AT5G49330.1	3	3	0	Yes
ath-miR858b	AT4G38620.1	5	6	1	Yes
ath-miR858a	AT5G14340.1	5	5	1	No
ath-miR858a	AT3G12820.1	5	6	1	Yes
ath-miR858b	AT3G08500.1	2.5	3	0	Yes
ath-miR858b	AT3G62610.1	3.5	4	0	Yes
ath-miR858b	AT1G48000.1	5	6	1	Yes
ath-miR858b	AT5G55020.1	4	5	0	Yes
ath-miR858a	AT5G62320.1	5	4	1	Yes
ath-miR858b	AT3G06490.1	5	6	0	No
ath-miR858b	AT3G46130.2	5	6	1	No
ath-miR858a	AT5G55020.1	4.5	5	1	Yes
ath-miR858a	AT5G60890.1	4.5	4	0	No
ath-miR858b	AT4G22680.1	5	5	1	Yes
ath-miR858a	AT5G35550.1	4	3	1	Yes
ath-miR858b	AT3G46130.3	5	6	1	No
ath-miR858b	AT4G05100.1	4.5	5	0	Yes
ath-miR858a	AT5G23000.1	4.5	4	1	Yes
ath-miR858b	AT3G12820.1	4.5	6	0	Yes
ath-miR858b	AT2G47460.1	3	3	0	Yes
ath-miR858a	AT5G52260.1	4.5	5	1	Yes
ath-miR858a	AT3G02940.1	5	5	0	No
ath-miR858b	AT1G25340.1	4	4	0	Yes
ath-miR858a	AT3G61250.1	4	4	1	Yes
ath-miR858b	AT3G24310.1	3.5	4	0	Yes
ath-miR858a	AT3G08500.1	3	3	1	Yes
ath-miR858a	AT3G49690.1	4.5	4	1	Yes
ath-miR858a	AT5G10280.1	5	5	1	Yes
ath-miR858b	AT5G14340.1	5	6	1	No
ath-miR858b	AT1G71030.1	4	3	0	No
ath-miR858b	AT5G26660.1	4	5	0	Yes
ath-miR858b	AT4G26930.1	4.5	5	1	Yes
ath-miR858b	AT4G12350.1	3	3	0	Yes
ath-miR858b	AT5G52260.1	4	5	0	Yes
ath-miR858b	AT3G49690.1	3.5	4	0	Yes
ath-miR858a	AT3G27810.1	5	5	1	No
ath-miR858b	AT1G25340.2	4	4	0	Yes
ath-miR159a	AT5G45950.1	4.5	4	2	Yes
ath-miR828	AT1G66370.1	4	3	1	Yes
ath-miR828	AT5G52600.1	3	2	1	Yes
ath-miR838	AT2G44430.1	5	4	1	No
ath-miR4243	AT1G67450.1	5	5	1	Yes
ath-miR4243	AT5G51000.1	3.5	3	1	Yes
ath-miR169e	AT1G48760.2	4.5	5	0	Yes
ath-miR169d	AT1G48760.3	4.5	5	0	Yes
ath-miR169f-5p	AT1G48760.2	4.5	5	0	Yes
ath-miR169g-5p	AT1G48760.2	4.5	5	0	Yes
ath-miR169f-5p	AT1G48760.3	4.5	5	0	Yes
ath-miR169g-5p	AT1G48760.1	4.5	5	0	Yes
ath-miR169d	AT1G48760.1	4.5	5	0	Yes
ath-miR169e	AT1G48760.3	4.5	5	0	Yes
ath-miR169d	AT1G48760.2	4.5	5	0	Yes
ath-miR169g-5p	AT1G48760.3	4.5	5	0	Yes
ath-miR169e	AT1G48760.1	4.5	5	0	Yes
ath-miR169f-5p	AT1G48760.1	4.5	5	0	Yes
ath-miR859	AT3G23685.1	5	4	1	Yes
ath-miR859	AT3G25090.2	5	4	1	Yes
ath-miR172a	AT4G36650.2	5	6	1	Yes
ath-miR172b-3p	AT4G36650.2	5	6	1	Yes
ath-miR172b-3p	AT4G36650.1	5	6	1	Yes
ath-miR172a	AT4G36650.1	5	6	1	Yes
ath-miR838	AT2G01720.1	5	4	0	No
ath-miR2111a-5p	AT2G30290.1	4.5	4	0	Yes
ath-miR2111a-5p	AT2G30290.2	4.5	4	0	Yes
ath-miR2111b-5p	AT2G30290.2	4.5	4	0	Yes
ath-miR2111b-5p	AT2G30290.1	4.5	4	0	Yes
ath-miR861-3p	AT1G71990.1	5	4	1	No
ath-miR842	AT4G30500.1	5	5	1	No
ath-miR842	AT2G23940.1	5	5	1	No
ath-miR172b-5p	AT1G08600.3	5	5	0	No
ath-miR172b-5p	AT1G08600.4	5	5	0	No
ath-miR172e-5p	AT1G08600.2	5	5	0	No
ath-miR172b-5p	AT1G08600.2	5	5	0	No
ath-miR172e-5p	AT1G08600.1	5	5	0	No
ath-miR172e-5p	AT1G08600.4	5	5	0	No
ath-miR172b-5p	AT1G08600.1	5	5	0	No
ath-miR172e-5p	AT1G08600.3	5	5	0	No
ath-miR838	AT4G18780.1	4.5	4	0	No
ath-miR837-3p	AT2G27180.1	4.5	5	0	No
ath-miR838	AT5G28610.1	5	5	1	Yes
ath-miR824-3p	AT3G57680.1	5	4	1	Yes
ath-miR824-3p	AT1G74650.1	4	5	0	No
ath-miR838	AT1G61065.1	5	4	1	No
ath-miR2111a-5p	AT5G45060.1	5	6	2	Yes
ath-miR2111b-5p	AT5G45060.1	5	6	2	Yes
ath-miR835-5p	AT5G40610.1	5	7	0	Yes
ath-miR846-3p	AT3G49170.1	5	6	0	No
ath-miR834	AT1G68890.1	5	4	2	Yes
ath-miR319b	AT3G66658.1	4	5	0	Yes
ath-miR319a	AT3G66658.1	4	5	0	Yes
ath-miR319b	AT3G66658.2	4	5	0	Yes
ath-miR159c	AT3G66658.2	5	6	2	Yes
ath-miR159c	AT3G66658.1	5	6	2	Yes
ath-miR319c	AT3G66658.1	3	4	0	Yes
ath-miR319a	AT3G66658.2	4	5	0	Yes
ath-miR319c	AT3G66658.2	3	4	0	Yes
ath-miR396b-5p	AT3G01370.1	4.5	4	0	No
ath-miR172c	AT5G53760.1	4.5	5	0	No
ath-miR172d-3p	AT5G53760.1	4.5	5	0	No
ath-miR172c	AT5G53760.2	4.5	5	0	No
ath-miR172d-3p	AT5G53760.2	4.5	5	0	No
ath-miR824-3p	AT3G08870.1	3	3	1	Yes
ath-miR164c-5p	AT1G10530.1	4.5	5	0	No
ath-miR164b-5p	AT1G10530.1	4	4	0	No
ath-miR164a	AT1G10530.1	4	4	0	No
ath-miR838	AT3G25910.1	5	5	1	Yes
ath-miR398a-3p	AT3G43860.1	5	6	1	Yes
ath-miR398c-3p	AT3G43860.1	4.5	6	1	Yes
ath-miR398b-3p	AT3G43860.1	4.5	6	1	Yes
ath-miR172d-3p	AT5G16310.1	5	4	0	No
ath-miR172c	AT5G16310.1	5	4	0	No
ath-miR390b-5p	AT2G33730.1	5	6	0	Yes
ath-miR390a-5p	AT2G33730.1	5	6	0	Yes
ath-miR396a-5p	AT2G28430.1	5	5	0	Yes
ath-miR2112-3p	AT4G00760.1	1	1	0	Yes
ath-miR396a-5p	AT4G39960.1	4.5	5	1	No
ath-miR857	AT3G13100.1	4.5	5	1	Yes
ath-miR164c-3p	AT3G01490.1	4	4	1	Yes
ath-miR159b-3p	AT2G43790.1	5	6	1	Yes
ath-miR4243	AT1G51540.1	5	5	0	Yes
ath-miR172d-5p	AT5G20850.1	4	4	1	Yes
ath-miR852	AT3G25900.1	5	6	0	No
ath-miR852	AT3G25900.2	5	6	0	No
ath-miR852	AT3G25900.3	5	6	0	No
ath-miR168b-5p	AT5G63190.1	5	5	0	No
ath-miR168a-5p	AT5G63190.1	5	5	0	No
ath-miR168b-5p	AT5G63190.2	5	5	0	No
ath-miR168a-5p	AT5G63190.2	5	5	0	No
ath-miR396a-5p	AT4G33690.1	5	5	0	Yes
ath-miR394a	AT4G22820.1	5	3	1	No
ath-miR157d	AT5G66500.1	5	6	1	No
ath-miR827	AT1G02860.1	1	1	0	Yes
ath-miR827	AT1G02860.2	1	1	0	Yes
ath-miR165a-5p	AT2G30490.1	5	5	1	Yes
ath-miR838	AT5G10180.1	4	3	0	No
ath-miR156i	AT5G26770.1	4.5	4	0	Yes
ath-miR156i	AT5G26770.3	4.5	4	0	Yes
ath-miR835-5p	AT2G30480.4	5	5	1	Yes
ath-miR835-5p	AT2G30480.3	5	5	1	Yes
ath-miR835-5p	AT2G30480.1	5	5	1	Yes
ath-miR860	AT5G44160.1	4	4	1	Yes
ath-miR842	AT1G33790.2	4.5	4	0	No
ath-miR842	AT5G28520.1	2.5	3	0	Yes
ath-miR857	AT4G32810.1	4.5	4	0	No
ath-miR156e	AT3G57870.1	3	3	0	Yes
ath-miR156g	AT3G57870.1	4	4	0	Yes
ath-miR156f-5p	AT3G57870.1	3	3	0	Yes
ath-miR156d-5p	AT3G57870.1	3	3	0	Yes
ath-miR156a-5p	AT3G57870.1	3	3	0	Yes
ath-miR156b-5p	AT3G57870.1	3	3	0	Yes
ath-miR156i	AT3G57870.1	4	5	0	Yes
ath-miR156c-5p	AT3G57870.1	3	3	0	Yes
ath-miR838	AT1G77880.1	5	4	1	No
ath-miR395a	AT5G10180.1	2.5	3	0	Yes
ath-miR169j	AT3G19540.1	4.5	4	0	No
ath-miR169i	AT3G19540.1	4.5	4	0	No
ath-miR169n	AT3G19540.1	4.5	4	0	No
ath-miR169l	AT3G19540.1	4.5	4	0	No
ath-miR169k	AT3G19540.1	4.5	4	0	No
ath-miR169h	AT3G19540.1	4.5	4	0	No
ath-miR169m	AT3G19540.1	4.5	4	0	No
ath-miR166b-5p	AT3G16785.1	5	6	1	Yes
ath-miR166a-5p	AT3G16785.1	5	6	1	Yes
ath-miR390b-5p	AT1G47890.1	4	5	0	Yes
ath-miR390a-5p	AT1G47890.1	4	5	0	Yes
ath-miR393a-5p	AT1G76530.1	5	5	0	No
ath-miR157c-5p	AT1G32140.1	5	4	1	Yes
ath-miR157a-5p	AT1G32140.1	5	4	1	Yes
ath-miR157b-5p	AT1G32140.1	5	4	1	Yes
ath-miR4245	AT3G17611.2	5	5	1	No
ath-miR4245	AT3G17611.3	5	5	1	No
ath-miR4245	AT3G17611.1	5	5	1	No
ath-miR835-5p	AT1G22882.1	5	5	2	Yes
ath-miR4243	AT3G25090.1	5	5	2	Yes
ath-miR4243	AT5G41500.1	4.5	4	2	Yes
ath-miR4243	AT3G23685.1	5	5	2	Yes
ath-miR4243	AT3G25090.2	5	5	2	Yes
ath-miR4243	AT5G41510.1	4.5	4	2	Yes
ath-miR4243	AT3G22421.1	4.5	4	2	Yes
ath-miR396b-3p	AT5G07700.1	2	1	0	No
ath-miR172c	AT2G31070.1	5	5	1	Yes
ath-miR172d-3p	AT2G31070.1	5	5	1	Yes
ath-miR400	AT1G07590.1	5	6	1	No
ath-miR158a-3p	AT1G11290.1	5	5	0	No
ath-miR172d-5p	AT4G21990.1	4.5	5	0	Yes
ath-miR172d-5p	AT1G62180.1	4.5	5	0	Yes
ath-miR172d-5p	AT1G62180.2	4.5	5	0	Yes
ath-miR172d-5p	AT4G21990.2	4.5	5	0	Yes
ath-miR399c-5p	AT1G71020.2	5	6	0	Yes
ath-miR399c-5p	AT1G71020.1	5	6	0	Yes
ath-miR159b-5p	AT3G53810.1	3.5	4	0	Yes
ath-miR164b-3p	AT1G71010.1	5	4	0	Yes
ath-miR166e-5p	AT3G10120.1	4.5	6	1	No
ath-miR2111b-3p	AT5G42970.1	5	6	0	Yes
ath-miR167a-3p	AT5G67570.1	4.5	5	0	Yes
ath-miR156a-5p	AT3G29230.1	5	5	0	Yes
ath-miR156f-5p	AT3G29230.1	5	5	0	Yes
ath-miR156b-5p	AT3G29230.1	5	5	0	Yes
ath-miR156i	AT3G29230.1	3	3	0	Yes
ath-miR156e	AT3G29230.1	5	5	0	Yes
ath-miR156d-5p	AT3G29230.1	5	5	0	Yes
ath-miR156c-5p	AT3G29230.1	5	5	0	Yes
ath-miR168b-5p	AT1G17610.1	5	6	0	Yes
ath-miR168a-5p	AT1G17610.1	5	6	0	Yes
ath-miR393a-3p	AT1G61350.1	5	4	1	Yes
ath-miR160b	AT2G28350.1	2	2	0	Yes
ath-miR160c-5p	AT2G28350.1	2	2	0	Yes
ath-miR160a-5p	AT2G28350.1	2	2	0	Yes
ath-miR847	AT1G49120.1	4	3	1	Yes
ath-miR158a-5p	AT1G02990.1	5	4	0	No
ath-miR158a-5p	AT1G02990.3	5	4	0	No
ath-miR158a-5p	AT1G02990.2	5	4	0	No
ath-miR393a-5p	AT3G23690.1	3	4	0	Yes
ath-miR393b-5p	AT3G23690.1	3	4	0	Yes
ath-miR172d-5p	AT1G72960.1	4.5	4	1	Yes
ath-miR5654-5p	AT1G32583.1	4	2	0	Yes
ath-miR400	AT1G62910.1	4	3	1	No
ath-miR396b-5p	AT3G49240.1	4.5	5	1	Yes
ath-miR835-5p	AT5G08450.3	5	6	0	No
ath-miR835-5p	AT5G08450.1	5	6	0	No
ath-miR835-5p	AT5G08450.2	5	6	0	No
ath-miR396a-5p	AT3G19400.1	5	4	0	No
ath-miR396b-5p	AT3G19400.1	4	3	0	No
ath-miR396b-5p	AT5G43060.1	3	3	1	Yes
ath-miR396a-5p	AT3G19400.2	5	4	0	No
ath-miR396a-5p	AT5G43060.1	4	4	1	Yes
ath-miR396b-5p	AT3G19400.2	4	3	0	No
ath-miR846-3p	AT1G60070.2	4	6	0	Yes
ath-miR846-3p	AT1G60070.1	4	6	0	Yes
ath-miR396b-5p	AT1G52620.1	4	4	1	Yes
ath-miR396a-5p	AT1G52620.1	5	5	1	Yes
ath-miR168a-5p	AT1G33400.1	5	5	0	No
ath-miR168b-5p	AT1G33400.1	5	5	0	No
ath-miR169f-5p	AT3G15950.1	5	5	0	Yes
ath-miR169e	AT3G15950.2	5	5	0	Yes
ath-miR169e	AT3G15950.1	5	5	0	Yes
ath-miR169f-5p	AT3G15950.2	5	5	0	Yes
ath-miR169d	AT3G15950.1	5	5	0	Yes
ath-miR169d	AT3G15950.2	5	5	0	Yes
ath-miR169g-5p	AT3G15950.2	5	5	0	Yes
ath-miR169g-5p	AT3G15950.1	5	5	0	Yes
ath-miR156h	AT1G54350.1	4.5	4	1	Yes
ath-miR169a-5p	AT1G04400.2	4.5	5	0	Yes
ath-miR169a-5p	AT1G04400.1	4.5	5	0	Yes
ath-miR859	AT3G22350.1	1	2	0	Yes
ath-miR172b-3p	AT4G17370.1	5	4	0	Yes
ath-miR172a	AT4G17370.1	5	4	0	Yes
ath-miR846-3p	AT3G52120.1	5	6	0	Yes
ath-miR846-3p	AT3G52120.2	5	6	0	Yes
ath-miR396b-5p	AT5G41100.2	5	4	1	Yes
ath-miR396b-5p	AT5G41100.1	5	4	1	Yes
ath-miR859	AT3G21170.1	2.5	2	0	Yes
ath-miR167c-5p	AT4G12640.1	5	5	0	No
ath-miR167d	AT2G17250.1	3.5	4	0	Yes
ath-miR156a-5p	AT5G50570.1	1	1	0	Yes
ath-miR156d-5p	AT5G50570.2	1	1	0	Yes
ath-miR156c-5p	AT5G50670.1	1	1	0	Yes
ath-miR156e	AT5G50570.1	1	1	0	Yes
ath-miR156f-5p	AT5G50670.1	1	1	0	Yes
ath-miR156d-5p	AT5G50570.1	1	1	0	Yes
ath-miR156b-5p	AT5G50670.1	1	1	0	Yes
ath-miR156a-5p	AT5G50570.2	1	1	0	Yes
ath-miR156b-5p	AT5G50570.2	1	1	0	Yes
ath-miR156c-5p	AT5G50570.1	1	1	0	Yes
ath-miR156a-5p	AT5G50670.1	1	1	0	Yes
ath-miR156g	AT5G50670.1	2	2	0	Yes
ath-miR156g	AT5G50570.2	2	2	0	Yes
ath-miR156g	AT5G50570.1	2	2	0	Yes
ath-miR156b-5p	AT5G50570.1	1	1	0	Yes
ath-miR156i	AT5G50670.1	1	1	0	Yes
ath-miR156f-5p	AT5G50570.2	1	1	0	Yes
ath-miR156i	AT5G50570.1	1	1	0	Yes
ath-miR156i	AT5G50570.2	1	1	0	Yes
ath-miR156e	AT5G50670.1	1	1	0	Yes
ath-miR156e	AT5G50570.2	1	1	0	Yes
ath-miR156c-5p	AT5G50570.2	1	1	0	Yes
ath-miR156f-5p	AT5G50570.1	1	1	0	Yes
ath-miR156d-5p	AT5G50670.1	1	1	0	Yes
ath-miR408-5p	AT4G37030.1	4.5	5	0	Yes
ath-miR158a-3p	AT1G47530.1	4	4	0	Yes
ath-miR158b	AT1G47530.1	4	4	0	Yes
ath-miR847	AT1G65220.1	5	5	0	Yes
ath-miR156h	AT3G13060.2	4.5	5	1	Yes
ath-miR156h	AT3G13060.1	4.5	5	1	Yes
ath-miR5021	AT5G45420.1	4	4	0	Yes
ath-miR859	AT1G67450.1	3	3	0	Yes
ath-miR838	AT3G20260.1	5	4	1	No
ath-miR169h	AT3G20910.1	5	5	0	No
ath-miR169i	AT3G20910.1	5	5	0	No
ath-miR169m	AT3G20910.1	5	5	0	No
ath-miR169k	AT3G20910.1	5	5	0	No
ath-miR169l	AT3G20910.1	5	5	0	No
ath-miR169n	AT3G20910.1	5	5	0	No
ath-miR169j	AT3G20910.1	5	5	0	No
ath-miR161.2	AT4G29380.1	4.5	6	0	Yes
ath-miR157c-3p	AT1G17630.1	5	5	0	Yes
ath-miR835-5p	AT3G14950.1	5	5	0	Yes
ath-miR842	AT2G25980.1	4.5	3	0	No
ath-miR842	AT1G52070.1	3.5	3	0	No
ath-miR842	AT1G52120.1	4.5	3	0	No
ath-miR168a-3p	AT3G09850.1	5	5	0	Yes
ath-miR860	AT5G26030.1	0.5	1	0	Yes
ath-miR396a-5p	AT5G40382.1	5	6	0	No
ath-miR172d-5p	AT4G29960.1	5	5	0	Yes
ath-miR781b	AT2G19580.1	5	5	0	No
ath-miR781a	AT2G19580.1	5	5	0	No
ath-miR397a	AT1G13560.1	5	6	0	Yes
ath-miR397a	AT1G13560.2	5	6	0	Yes
ath-miR857	AT2G41960.1	5	6	0	Yes
ath-miR156i	AT2G46850.1	3.5	4	0	Yes
ath-miR156e	AT2G46850.1	4	5	0	Yes
ath-miR156g	AT2G46850.1	4	5	0	Yes
ath-miR156d-5p	AT2G46850.1	4	5	0	Yes
ath-miR156c-5p	AT2G46850.1	4	5	0	Yes
ath-miR156a-5p	AT2G46850.1	4	5	0	Yes
ath-miR156f-5p	AT2G46850.1	4	5	0	Yes
ath-miR156b-5p	AT2G46850.1	4	5	0	Yes
ath-miR172c	AT5G16850.1	5	4	1	Yes
ath-miR172d-3p	AT5G16850.1	5	4	1	Yes
ath-miR172e-5p	AT4G18780.1	5	5	0	No
ath-miR172b-5p	AT4G18780.1	5	5	0	No
ath-miR161.1	AT1G63150.1	4	3	0	No
ath-miR161.1	AT1G62910.1	2.5	3	0	Yes
ath-miR161.1	AT1G63070.1	4.5	4	2	Yes
ath-miR161.1	AT1G63130.1	2.5	3	0	Yes
ath-miR161.1	AT1G62914.1	3.5	4	0	Yes
ath-miR161.1	AT1G62930.1	2.5	3	0	Yes
ath-miR161.1	AT1G63400.1	2.5	3	0	Yes
ath-miR161.1	AT1G62670.1	2.5	2	0	No
ath-miR161.1	AT1G63080.1	2.5	3	0	Yes
ath-miR156h	AT5G08620.1	4.5	4	1	No
ath-miR156h	AT5G18270.1	4.5	4	0	Yes
ath-miR156h	AT5G18270.2	4.5	4	0	Yes
ath-miR172d-5p	AT2G28725.1	5	7	1	Yes
ath-miR161.2	AT5G41170.1	1	1	0	Yes
ath-miR172a	AT3G04110.1	5	6	0	Yes
ath-miR172b-3p	AT3G04110.1	5	6	0	Yes
ath-miR164a	AT1G56010.2	2	2	0	Yes
ath-miR164c-5p	AT1G56010.2	2	2	0	Yes
ath-miR164a	AT1G56010.1	2	2	0	Yes
ath-miR164b-5p	AT1G56010.1	2	2	0	Yes
ath-miR164c-5p	AT1G56010.1	2	2	0	Yes
ath-miR164a	AT3G12977.1	2.5	3	0	Yes
ath-miR164b-5p	AT3G12977.1	2.5	3	0	Yes
ath-miR164c-5p	AT3G12977.1	2.5	3	0	Yes
ath-miR164b-5p	AT1G56010.2	2	2	0	Yes
ath-miR170-3p	AT1G76580.1	5	6	0	No
ath-miR172d-5p	AT3G12980.1	5	5	1	Yes
ath-miR399e	AT1G73930.2	5	5	0	No
ath-miR399e	AT1G73930.1	5	5	0	No
ath-miR838	AT2G27590.1	5	4	0	No
ath-miR396b-5p	AT5G02710.1	5	6	0	No
ath-miR859	AT3G21120.1	5	4	0	Yes
ath-miR838	AT3G57150.1	5	5	0	No
ath-miR396b-5p	AT1G10120.1	4	5	0	Yes
ath-miR396a-5p	AT1G10120.1	3.5	5	0	Yes
ath-miR838	AT5G55520.1	5	4	1	No
ath-miR838	AT5G55520.2	5	4	1	No
ath-miR159b-5p	AT3G10300.2	4	5	0	Yes
ath-miR159b-5p	AT3G10300.5	4	5	0	Yes
ath-miR159b-5p	AT3G10300.4	4	5	0	Yes
ath-miR159b-5p	AT3G10300.3	4	5	0	Yes
ath-miR159b-5p	AT3G10300.1	4	5	0	Yes
ath-miR394b-5p	AT3G12120.2	4.5	4	1	No
ath-miR394b-5p	AT3G12120.1	4.5	4	1	No
ath-miR394a	AT3G12120.2	4.5	4	1	No
ath-miR394a	AT3G12120.1	4.5	4	1	No
ath-miR396b-5p	AT5G66420.1	5	5	2	Yes
ath-miR396b-5p	AT5G66420.2	5	5	2	Yes
ath-miR395a	AT4G35300.5	5	6	0	Yes
ath-miR395d	AT4G35300.3	5	6	0	Yes
ath-miR395e	AT4G35300.4	5	6	0	Yes
ath-miR395d	AT4G35300.1	5	6	0	Yes
ath-miR395e	AT4G35300.3	5	6	0	Yes
ath-miR395a	AT4G35300.1	5	6	0	Yes
ath-miR395a	AT4G35300.2	5	6	0	Yes
ath-miR395d	AT4G35300.4	5	6	0	Yes
ath-miR395d	AT4G35300.5	5	6	0	Yes
ath-miR395a	AT4G35300.3	5	6	0	Yes
ath-miR395e	AT4G35300.1	5	6	0	Yes
ath-miR395d	AT4G35300.2	5	6	0	Yes
ath-miR395e	AT4G35300.2	5	6	0	Yes
ath-miR395e	AT4G35300.5	5	6	0	Yes
ath-miR395a	AT4G35300.4	5	6	0	Yes
ath-miR394b-5p	AT3G57960.1	5	3	1	No
ath-miR394a	AT3G57960.1	5	3	1	No
ath-miR391-5p	AT1G74420.2	5	6	0	No
ath-miR391-5p	AT1G74420.1	5	6	0	No
ath-miR398b-5p	AT5G14550.1	0	0	0	Yes
ath-miR398c-5p	AT5G14550.1	0	0	0	Yes
ath-miR157c-3p	AT3G10000.2	4.5	5	0	No
ath-miR157c-3p	AT3G10000.1	4.5	5	0	No
ath-miR859	AT3G17570.1	1.5	2	0	Yes
